record,ms,mode,target_left,target_right,speed_left_mm_s,speed_right_mm_s,pwm_left,pwm_right,raw_left,raw_right,total_left,total_right,enable
D,14305,0,0,0,0,0,0,0,0,0,4,0,1
D,14315,0,0,0,0,0,0,0,0,0,4,0,1
D,14325,0,0,0,0,0,0,0,0,0,4,0,1
D,14335,0,0,0,0,0,0,0,0,0,4,0,1
D,14345,0,0,0,0,0,0,0,0,0,4,0,1
D,14355,0,0,0,0,0,0,0,0,0,4,0,1
D,14365,0,0,0,0,0,0,0,0,0,4,0,1
D,14375,0,0,0,0,0,0,0,0,0,4,0,1
D,14385,0,0,0,0,0,0,0,0,0,4,0,1
D,14395,0,0,0,0,0,0,0,0,0,4,0,1
D,14405,0,0,0,0,0,0,0,0,0,4,0,1
D,14415,0,0,0,0,0,0,0,0,0,4,0,1
D,14425,0,0,0,0,0,0,0,0,0,4,0,1
D,14435,0,0,0,0,0,0,0,0,0,4,0,1
D,14445,0,0,0,0,0,0,0,0,0,4,0,1
D,14455,0,0,0,0,0,0,0,0,0,4,0,1
D,14465,0,0,0,0,0,0,0,0,0,4,0,1
D,14475,0,0,0,0,0,0,0,0,0,4,0,1
D,14485,0,0,0,0,0,0,0,0,0,4,0,1
D,14495,0,0,0,0,0,0,0,0,0,4,0,1
D,14505,0,0,0,0,0,0,0,0,0,4,0,1
D,14515,0,0,0,0,0,0,0,0,0,4,0,1
D,14525,0,0,0,0,0,0,0,0,0,4,0,1
D,14535,0,0,0,0,0,0,0,0,0,4,0,1
D,14545,0,0,0,0,0,0,0,0,0,4,0,1
D,14555,0,0,0,0,0,0,0,0,0,4,0,1
D,14565,0,0,0,0,0,0,0,0,0,4,0,1
D,14575,0,0,0,0,0,0,0,0,0,4,0,1
D,14585,0,0,0,0,0,0,0,0,0,4,0,1
D,14595,0,0,0,0,0,0,0,0,0,4,0,1
D,14605,0,0,0,0,0,0,0,0,0,4,0,1
D,14615,0,0,0,0,0,0,0,0,0,4,0,1
D,14625,0,0,0,0,0,0,0,0,0,4,0,1
D,14635,0,0,0,0,0,0,0,0,0,4,0,1
D,14645,0,0,0,0,0,0,0,0,0,4,0,1
D,14655,0,0,0,0,0,0,0,0,0,4,0,1
D,14665,0,0,0,0,0,0,0,0,0,4,0,1
D,14675,0,0,0,0,0,0,0,0,0,4,0,1
D,14685,0,0,0,0,0,0,0,0,0,4,0,1
D,14695,0,0,0,0,0,0,0,0,0,4,0,1
D,14705,0,0,0,0,0,0,0,0,0,4,0,1
D,14715,0,0,0,0,0,0,0,0,0,4,0,1
D,14725,0,0,0,0,0,0,0,0,0,4,0,1
D,14735,0,0,0,0,0,0,0,0,0,4,0,1
D,14745,0,0,0,0,0,0,0,0,0,4,0,1
D,14755,0,0,0,0,0,0,0,0,0,4,0,1
D,14765,0,0,0,0,0,0,0,0,0,4,0,1
D,14775,0,0,0,0,0,0,0,0,0,4,0,1
D,14785,0,0,0,0,0,0,0,0,0,4,0,1
D,14795,0,0,0,0,0,0,0,0,0,4,0,1
D,14805,0,0,0,0,0,0,0,0,0,4,0,1
D,14815,0,0,0,0,0,0,0,0,0,4,0,1
D,14825,0,0,0,0,0,0,0,0,0,4,0,1
D,14835,0,0,0,0,0,0,0,0,0,4,0,1
D,14845,0,0,0,0,0,0,0,0,0,4,0,1
D,14855,0,0,0,0,0,0,0,0,0,4,0,1
D,14865,0,0,0,0,0,0,0,0,0,4,0,1
D,14875,0,0,0,0,0,0,0,0,0,4,0,1
D,14885,0,0,0,0,0,0,0,0,0,4,0,1
D,14895,0,0,0,0,0,0,0,0,0,4,0,1
D,14905,0,0,0,0,0,0,0,0,0,4,0,1
D,14915,0,0,0,0,0,0,0,0,0,4,0,1
D,14925,0,0,0,0,0,0,0,0,0,4,0,1
D,14935,0,0,0,0,0,0,0,0,0,4,0,1
D,14945,0,0,0,0,0,0,0,0,0,4,0,1
D,14955,0,0,0,0,0,0,0,0,0,4,0,1
D,14965,0,0,0,0,0,0,0,0,0,4,0,1
D,14975,0,0,0,0,0,0,0,0,0,4,0,1
D,14985,0,0,0,0,0,0,0,0,0,4,0,1
D,14995,0,0,0,0,0,0,0,0,0,4,0,1
D,15005,0,0,0,0,0,0,0,0,0,4,0,1
D,15015,0,0,0,0,0,0,0,0,0,4,0,1
D,15025,0,0,0,0,0,0,0,0,0,4,0,1
D,15035,0,0,0,0,0,0,0,0,0,4,0,1
D,15045,0,0,0,0,0,0,0,0,0,4,0,1
D,15055,0,0,0,0,0,0,0,0,0,4,0,1
D,15065,0,0,0,0,0,0,0,0,0,4,0,1
D,15075,0,0,0,0,0,0,0,0,0,4,0,1
D,15085,0,0,0,0,0,0,0,0,0,4,0,1
D,15095,0,0,0,0,0,0,0,0,0,4,0,1
D,15105,0,0,0,0,0,0,0,0,0,4,0,1
D,15115,0,0,0,0,0,0,0,0,0,4,0,1
D,15125,0,0,0,0,0,0,0,0,0,4,0,1
D,15135,0,0,0,0,0,0,0,0,0,4,0,1
D,15145,0,0,0,0,0,0,0,0,0,4,0,1
D,15155,0,0,0,0,0,0,0,0,0,4,0,1
D,15165,0,0,0,0,0,0,0,0,0,4,0,1
D,15175,0,0,0,0,0,0,0,0,0,4,0,1
D,15185,0,0,0,0,0,0,0,0,0,4,0,1
D,15195,0,0,0,0,0,0,0,0,0,4,0,1
D,15205,0,0,0,0,0,0,0,0,0,4,0,1
D,15215,0,0,0,0,0,0,0,0,0,4,0,1
D,15225,0,0,0,0,0,0,0,0,0,4,0,1
D,15235,0,0,0,0,0,0,0,0,0,4,0,1
D,15245,0,0,0,0,0,0,0,0,0,4,0,1
D,15255,0,0,0,0,0,0,0,0,0,4,0,1
D,15265,0,0,0,0,0,0,0,0,0,4,0,1
D,15275,0,0,0,0,0,0,0,0,0,4,0,1
D,15285,0,0,0,0,0,0,0,0,0,4,0,1
D,15295,0,0,0,0,0,0,0,0,0,4,0,1
D,15305,0,0,0,0,0,0,0,0,0,4,0,1
D,15315,0,0,0,0,0,0,0,0,0,4,0,1
D,15325,0,0,0,0,0,0,0,0,0,4,0,1
D,15335,0,0,0,0,0,0,0,0,0,4,0,1
D,15345,0,0,0,0,0,0,0,0,0,4,0,1
D,15355,0,0,0,0,0,0,0,0,0,4,0,1
D,15365,0,0,0,0,0,0,0,0,0,4,0,1
D,15375,0,0,0,0,0,0,0,0,0,4,0,1
D,15385,0,0,0,0,0,0,0,0,0,4,0,1
D,15395,0,0,0,0,0,0,0,0,0,4,0,1
D,15405,0,0,0,0,0,0,0,0,0,4,0,1
D,15415,0,0,0,0,0,0,0,0,0,4,0,1
D,15425,0,0,0,0,0,0,0,0,0,4,0,1
D,15435,0,0,0,0,0,0,0,0,0,4,0,1
D,15445,0,0,0,0,0,0,0,0,0,4,0,1
D,15455,0,0,0,0,0,0,0,0,0,4,0,1
D,15465,0,0,0,0,0,0,0,0,0,4,0,1
D,15475,0,0,0,0,0,0,0,0,0,4,0,1
D,15485,0,0,0,0,0,0,0,0,0,4,0,1
D,15495,0,0,0,0,0,0,0,0,0,4,0,1
D,15505,0,0,0,0,0,0,0,0,0,4,0,1
D,15515,0,0,0,0,0,0,0,0,0,4,0,1
D,15525,0,0,0,0,0,0,0,0,0,4,0,1
D,15535,0,0,0,0,0,0,0,0,0,4,0,1
D,15545,0,0,0,0,0,0,0,0,0,4,0,1
D,15555,0,0,0,0,0,0,0,0,0,4,0,1
D,15565,0,0,0,0,0,0,0,0,0,4,0,1
D,15575,0,0,0,0,0,0,0,0,0,4,0,1
D,15585,0,0,0,0,0,0,0,0,0,4,0,1
D,15595,0,0,0,0,0,0,0,0,0,4,0,1
D,15605,0,0,0,0,0,0,0,0,0,4,0,1
D,15615,0,0,0,0,0,0,0,0,0,4,0,1
D,15625,0,0,0,0,0,0,0,0,0,4,0,1
D,15635,0,0,0,0,0,0,0,0,0,4,0,1
D,15645,0,0,0,0,0,0,0,0,0,4,0,1
D,15655,0,0,0,0,0,0,0,0,0,4,0,1
D,15665,0,0,0,0,0,0,0,0,0,4,0,1
D,15675,0,0,0,0,0,0,0,0,0,4,0,1
D,15685,0,0,0,0,0,0,0,0,0,4,0,1
D,15695,0,0,0,0,0,0,0,0,0,4,0,1
D,15705,0,0,0,0,0,0,0,0,0,4,0,1
D,15715,0,0,0,0,0,0,0,0,0,4,0,1
D,15725,0,0,0,0,0,0,0,0,0,4,0,1
D,15735,0,0,0,0,0,0,0,0,0,4,0,1
D,15745,0,0,0,0,0,0,0,0,0,4,0,1
D,15755,0,0,0,0,0,0,0,0,0,4,0,1
D,15765,0,0,0,0,0,0,0,0,0,4,0,1
D,15775,0,0,0,0,0,0,0,0,0,4,0,1
D,15785,0,0,0,0,0,0,0,0,0,4,0,1
D,15795,0,0,0,0,0,0,0,0,0,4,0,1
D,15805,0,0,0,0,0,0,0,0,0,4,0,1
D,15815,0,0,0,0,0,0,0,0,0,4,0,1
D,15825,0,0,0,0,0,0,0,0,0,4,0,1
D,15835,0,0,0,0,0,0,0,0,0,4,0,1
D,15845,0,0,0,0,0,0,0,0,0,4,0,1
D,15855,0,0,0,0,0,0,0,0,0,4,0,1
D,15865,0,0,0,0,0,0,0,0,0,4,0,1
D,15875,0,0,0,0,0,0,0,0,0,4,0,1
D,15885,0,0,0,0,0,0,0,0,0,4,0,1
D,15895,0,0,0,0,0,0,0,0,0,4,0,1
D,15905,0,0,0,0,0,0,0,0,0,4,0,1
D,15915,0,0,0,0,0,0,0,0,0,4,0,1
D,15925,0,0,0,0,0,0,0,0,0,4,0,1
D,15935,0,0,0,0,0,0,0,0,0,4,0,1
D,15945,0,0,0,0,0,0,0,0,0,4,0,1
D,15955,0,0,0,0,0,0,0,0,0,4,0,1
D,15965,0,0,0,0,0,0,0,0,0,4,0,1
D,15975,0,0,0,0,0,0,0,0,0,4,0,1
D,15985,0,0,0,0,0,0,0,0,0,4,0,1
D,15995,0,0,0,0,0,0,0,0,0,4,0,1
D,16005,0,0,0,0,0,0,0,0,0,4,0,1
D,16015,0,0,0,0,0,0,0,0,0,4,0,1
D,16025,0,0,0,0,0,0,0,0,0,4,0,1
D,16035,0,0,0,0,0,0,0,0,0,4,0,1
D,16045,0,0,0,0,0,0,0,0,0,4,0,1
D,16055,0,0,0,0,0,0,0,0,0,4,0,1
D,16065,0,0,0,0,0,0,0,0,0,4,0,1
D,16075,0,0,0,0,0,0,0,0,0,4,0,1
D,16085,0,0,0,0,0,0,0,0,0,4,0,1
D,16095,0,0,0,0,0,0,0,0,0,4,0,1
D,16105,0,0,0,0,0,0,0,0,0,4,0,1
D,16115,0,0,0,0,0,0,0,0,0,4,0,1
D,16125,0,0,0,0,0,0,0,0,0,4,0,1
D,16135,0,0,0,0,0,0,0,0,0,4,0,1
D,16145,0,0,0,0,0,0,0,0,0,4,0,1
D,16155,0,0,0,0,0,0,0,0,0,4,0,1
D,16165,0,0,0,0,0,0,0,0,0,4,0,1
D,16175,0,0,0,0,0,0,0,0,0,4,0,1
D,16185,0,0,0,0,0,0,0,0,0,4,0,1
D,16195,0,0,0,0,0,0,0,0,0,4,0,1
D,16205,0,0,0,0,0,0,0,0,0,4,0,1
D,16215,0,0,0,0,0,0,0,0,0,4,0,1
D,16225,0,0,0,0,0,0,0,0,0,4,0,1
D,16235,0,0,0,0,0,0,0,0,0,4,0,1
D,16245,0,0,0,0,0,0,0,0,0,4,0,1
D,16255,0,0,0,0,0,0,0,0,0,4,0,1
D,16265,0,0,0,0,0,0,0,0,0,4,0,1
D,16275,0,0,0,0,0,0,0,0,0,4,0,1
D,16285,0,0,0,0,0,0,0,0,0,4,0,1
D,16295,0,0,0,0,0,0,0,0,0,4,0,1
D,16305,0,0,0,0,0,0,0,0,0,4,0,1
D,16315,0,0,0,0,0,0,0,0,0,4,0,1
D,16325,0,0,0,0,0,0,0,0,0,4,0,1
D,16335,0,0,0,0,0,0,0,0,0,4,0,1
D,16345,0,0,0,0,0,0,0,0,0,4,0,1
D,16355,0,0,0,0,0,0,0,0,0,4,0,1
D,16365,0,0,0,0,0,0,0,0,0,4,0,1
D,16375,0,0,0,0,0,0,0,0,0,4,0,1
D,16385,0,0,0,0,0,0,0,0,0,4,0,1
D,16395,0,0,0,0,0,0,0,0,0,4,0,1
D,16405,0,0,0,0,0,0,0,0,0,4,0,1
D,16415,0,0,0,0,0,0,0,0,0,4,0,1
D,16425,0,0,0,0,0,0,0,0,0,4,0,1
D,16435,0,0,0,0,0,0,0,0,0,4,0,1
D,16445,0,0,0,0,0,0,0,0,0,4,0,1
D,16455,0,0,0,0,0,0,0,0,0,4,0,1
D,16465,0,0,0,0,0,0,0,0,0,4,0,1
D,16475,0,0,0,0,0,0,0,0,0,4,0,1
D,16485,0,0,0,0,0,0,0,0,0,4,0,1
D,16495,0,0,0,0,0,0,0,0,0,4,0,1
D,16505,0,0,0,0,0,0,0,0,0,4,0,1
D,16515,0,0,0,0,0,0,0,0,0,4,0,1
D,16525,0,0,0,0,0,0,0,0,0,4,0,1
D,16535,0,0,0,0,0,0,0,0,0,4,0,1
D,16545,0,0,0,0,0,0,0,0,0,4,0,1
D,16555,0,0,0,0,0,0,0,0,0,4,0,1
D,16565,0,0,0,0,0,0,0,0,0,4,0,1
D,16575,0,0,0,0,0,0,0,0,0,4,0,1
D,16585,0,0,0,0,0,0,0,0,0,4,0,1
D,16595,0,0,0,0,0,0,0,0,0,4,0,1
D,16605,0,0,0,0,0,0,0,0,0,4,0,1
D,16615,0,0,0,0,0,0,0,0,0,4,0,1
D,16625,0,0,0,0,0,0,0,0,0,4,0,1
D,16635,0,0,0,0,0,0,0,0,0,4,0,1
D,16645,0,0,0,0,0,0,0,0,0,4,0,1
D,16655,0,0,0,0,0,0,0,0,0,4,0,1
D,16665,0,0,0,0,0,0,0,0,0,4,0,1
D,16675,0,0,0,0,0,0,0,0,0,4,0,1
D,16685,0,0,0,0,0,0,0,0,0,4,0,1
D,16695,0,0,0,0,0,0,0,0,0,4,0,1
D,16705,0,0,0,0,0,0,0,0,0,4,0,1
D,16715,0,0,0,0,0,0,0,0,0,4,0,1
D,16725,0,0,0,0,0,0,0,0,0,4,0,1
D,16735,0,0,0,0,0,0,0,0,0,4,0,1
D,16745,0,0,0,0,0,0,0,0,0,4,0,1
D,16755,0,0,0,0,0,0,0,0,0,4,0,1
D,16765,0,0,0,0,0,0,0,0,0,4,0,1
D,16775,0,0,0,0,0,0,0,0,0,4,0,1
D,16785,0,0,0,0,0,0,0,0,0,4,0,1
D,16795,0,0,0,0,0,0,0,0,0,4,0,1
D,16805,0,0,0,0,0,0,0,0,0,4,0,1
D,16815,0,0,0,0,0,0,0,0,0,4,0,1
D,16825,0,0,0,0,0,0,0,0,0,4,0,1
D,16835,0,0,0,0,0,0,0,0,0,4,0,1
D,16845,0,0,0,0,0,0,0,0,0,4,0,1
D,16855,0,0,0,0,0,0,0,0,0,4,0,1
D,16865,0,0,0,0,0,0,0,0,0,4,0,1
D,16875,0,0,0,0,0,0,0,0,0,4,0,1
D,16885,0,0,0,0,0,0,0,0,0,4,0,1
D,16895,0,0,0,0,0,0,0,0,0,4,0,1
D,16905,0,0,0,0,0,0,0,0,0,4,0,1
D,16915,0,0,0,0,0,0,0,0,0,4,0,1
D,16925,0,0,0,0,0,0,0,0,0,4,0,1
D,16935,0,0,0,0,0,0,0,0,0,4,0,1
D,16945,0,0,0,-40,0,0,0,4,0,0,0,1
D,16955,0,0,0,-61,0,0,0,6,0,-6,0,1
D,16965,0,0,0,-81,0,0,0,8,0,-14,0,1
D,16975,0,0,0,-112,0,0,0,11,0,-25,0,1
D,16985,0,0,0,-122,0,0,0,12,0,-37,0,1
D,16995,0,0,0,-81,0,0,0,8,0,-45,0,1
D,17005,0,0,0,-61,0,0,0,6,0,-51,0,1
D,17015,0,0,0,-81,0,0,0,8,0,-59,0,1
D,17025,0,0,0,-112,0,0,0,11,0,-70,0,1
D,17035,0,0,0,-214,0,0,0,21,0,-91,0,1
D,17045,0,0,0,-336,0,0,0,33,0,-124,0,1
D,17055,0,0,0,-612,0,0,0,60,0,-184,0,1
D,17065,0,0,0,-1245,0,0,0,122,0,-306,0,1
D,17075,0,0,0,-1766,0,0,0,173,0,-479,0,1
D,17085,0,0,0,-2287,0,0,0,224,0,-703,0,1
D,17095,0,0,0,-2960,0,0,0,290,0,-993,0,1
D,17105,0,0,0,-3502,0,0,0,343,0,-1336,0,1
D,17115,0,0,0,-4002,0,0,0,392,0,-1728,0,1
D,17125,0,0,0,-4553,0,0,0,446,0,-2174,0,1
D,17135,0,0,0,-4921,0,0,0,482,0,-2656,0,1
D,17145,0,0,0,-5442,0,0,0,533,0,-3189,0,1
D,17155,0,0,0,-5748,0,0,0,563,0,-3752,0,1
D,17165,0,0,0,-6207,0,0,0,608,0,-4360,0,1
D,17175,0,0,0,-6503,0,0,0,637,0,-4997,0,1
D,17185,0,0,0,-6728,0,0,0,659,0,-5656,0,1
D,17195,0,0,0,-7075,0,0,0,693,0,-6349,0,1
D,17205,0,0,0,-7259,0,0,0,711,0,-7060,0,1
D,17215,0,0,0,-7361,0,0,0,721,0,-7781,0,1
D,17225,0,0,0,-7606,0,0,0,745,0,-8526,0,1
D,17235,0,0,0,-7749,0,0,0,759,0,-9285,0,1
D,17245,0,0,0,-7841,0,0,0,768,0,-10053,0,1
D,17255,0,0,0,-7851,0,0,0,769,0,-10822,0,1
D,17265,0,0,0,-7851,0,0,0,769,0,-11591,0,1
D,17275,0,0,0,-7810,0,0,0,765,0,-12356,0,1
D,17285,0,0,0,-7678,0,0,0,752,0,-13108,0,1
D,17295,0,0,0,-7422,0,0,0,727,0,-13835,0,1
D,17305,0,0,0,-7279,0,0,0,713,0,-14548,0,1
D,17315,0,0,0,-7024,0,0,0,688,0,-15236,0,1
D,17325,0,0,0,-6616,0,0,0,648,0,-15884,0,1
D,17335,0,0,0,-6269,0,0,0,614,0,-16498,0,1
D,17345,0,0,0,-5921,0,0,0,580,0,-17078,0,1
D,17355,0,0,0,-5421,0,0,0,531,0,-17609,0,1
D,17365,0,0,0,-5135,0,0,0,503,0,-18112,0,1
D,17375,0,0,0,-4645,0,0,0,455,0,-18567,0,1
D,17385,0,0,0,-4257,0,0,0,417,0,-18984,0,1
D,17395,0,0,0,-3736,0,0,0,366,0,-19350,0,1
D,17405,0,0,0,-3226,0,0,0,316,0,-19666,0,1
D,17415,0,0,0,-2787,0,0,0,273,0,-19939,0,1
D,17425,0,0,0,-2246,0,0,0,220,0,-20159,0,1
D,17435,0,0,0,-1715,0,0,0,168,0,-20327,0,1
D,17445,0,0,0,-1143,0,0,0,112,0,-20439,0,1
D,17455,0,0,0,-439,0,0,0,43,0,-20482,0,1
D,17465,0,0,0,0,0,0,0,0,0,-20482,0,1
D,17475,0,0,0,204,0,0,0,-20,0,-20462,0,1
D,17485,0,0,0,418,0,0,0,-41,0,-20421,0,1
D,17495,0,0,0,684,0,0,0,-67,0,-20354,0,1
D,17505,0,0,0,775,0,0,0,-76,0,-20278,0,1
D,17515,0,0,0,643,0,0,0,-63,0,-20215,0,1
D,17525,0,0,0,387,0,0,0,-38,0,-20177,0,1
D,17535,0,0,0,245,0,0,0,-24,0,-20153,0,1
D,17545,0,0,0,214,0,0,0,-21,0,-20132,0,1
D,17555,0,0,0,316,0,0,0,-31,0,-20101,0,1
D,17565,0,0,0,479,0,0,0,-47,0,-20054,0,1
D,17575,0,0,0,602,0,0,0,-59,0,-19995,0,1
D,17585,0,0,0,571,0,0,0,-56,0,-19939,0,1
D,17595,0,0,0,377,0,0,0,-37,0,-19902,0,1
D,17605,0,0,0,81,0,0,0,-8,0,-19894,0,1
D,17615,0,0,0,-30,0,0,0,3,0,-19897,0,1
D,17625,0,0,0,-30,0,0,0,3,0,-19900,0,1
D,17635,0,0,0,0,0,0,0,0,0,-19900,0,1
D,17645,0,0,0,-10,0,0,0,1,0,-19901,0,1
D,17655,0,0,0,-10,0,0,0,1,0,-19902,0,1
D,17665,0,0,0,-10,0,0,0,1,0,-19903,0,1
D,17675,0,0,0,0,0,0,0,0,0,-19903,0,1
D,17685,0,0,0,0,0,0,0,0,0,-19903,0,1
D,17695,0,0,0,0,0,0,0,0,0,-19903,0,1
D,17705,0,0,0,0,0,0,0,0,0,-19903,0,1
D,17715,0,0,0,0,0,0,0,0,0,-19903,0,1
D,17725,0,0,0,0,0,0,0,0,0,-19903,0,1
D,17735,0,0,0,0,0,0,0,0,0,-19903,0,1
D,17745,0,0,0,0,0,0,0,0,0,-19903,0,1
D,17755,0,0,0,0,0,0,0,0,0,-19903,0,1
D,17765,0,0,0,0,0,0,0,0,0,-19903,0,1
D,17775,0,0,0,0,0,0,0,0,0,-19903,0,1
D,17785,0,0,0,0,0,0,0,0,0,-19903,0,1
D,17795,0,0,0,0,0,0,0,0,0,-19903,0,1
D,17805,0,0,0,0,0,0,0,0,0,-19903,0,1
D,17815,0,0,0,0,0,0,0,0,0,-19903,0,1
D,17825,0,0,0,0,0,0,0,0,0,-19903,0,1
D,17835,0,0,0,0,0,0,0,0,0,-19903,0,1
D,17845,0,0,0,0,0,0,0,0,0,-19903,0,1
D,17855,0,0,0,0,0,0,0,0,0,-19903,0,1
D,17865,0,0,0,0,0,0,0,0,0,-19903,0,1
D,17875,0,0,0,0,0,0,0,0,0,-19903,0,1
D,17885,0,0,0,0,0,0,0,0,0,-19903,0,1
D,17895,0,0,0,0,0,0,0,0,0,-19903,0,1
D,17905,0,0,0,0,0,0,0,0,0,-19903,0,1
D,17915,0,0,0,0,0,0,0,0,0,-19903,0,1
D,17925,0,0,0,0,0,0,0,0,0,-19903,0,1
D,17935,0,0,0,0,0,0,0,0,0,-19903,0,1
D,17945,0,0,0,0,0,0,0,0,0,-19903,0,1
D,17955,0,0,0,0,0,0,0,0,0,-19903,0,1
D,17965,0,0,0,0,0,0,0,0,0,-19903,0,1
D,17975,0,0,0,0,0,0,0,0,0,-19903,0,1
D,17985,0,0,0,0,0,0,0,0,0,-19903,0,1
D,17995,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18005,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18015,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18025,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18035,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18045,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18055,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18065,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18075,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18085,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18095,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18105,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18115,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18125,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18135,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18145,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18155,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18165,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18175,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18185,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18195,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18205,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18215,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18225,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18235,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18245,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18255,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18265,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18275,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18285,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18295,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18305,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18315,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18325,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18335,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18345,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18355,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18365,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18375,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18385,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18395,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18405,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18415,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18425,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18435,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18445,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18455,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18465,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18475,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18485,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18495,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18505,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18515,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18525,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18535,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18545,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18555,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18565,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18575,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18585,0,0,0,0,0,0,0,0,0,-19903,0,1
D,18595,0,0,0,0,0,0,0,0,0,-19903,0,1
