record,ms,state,mode,ax_raw,ay_raw,az_raw,gx_raw,gy_raw,gz_raw,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,pitch_acc,pitch_dmp,pitch_comp,pitch_kalman,dmp_hz,dt_ms,status
A,200251,SHAKE,ALL,-1194,9824,13084,1748,99,-149,-0.073,0.600,0.799,106.585,6.037,-9.085,36.787,3.311,8.853,9.330,12,24,DMP_WAIT
A,200270,SHAKE,ALL,158,21318,9154,1404,-66,-317,0.010,1.301,0.559,85.610,-4.024,-19.329,66.758,3.311,11.561,12.128,12,19,DMP_WAIT
A,200289,SHAKE,ALL,930,25588,7482,638,-104,-293,0.057,1.562,0.457,38.902,-6.341,-17.866,73.582,3.311,13.482,14.155,12,19,DMP_WAIT
A,200309,SHAKE,ALL,1438,22916,8736,-495,1,-164,0.088,1.399,0.533,-30.183,0.061,-10.000,68.876,4.961,13.952,14.733,12,20,OK
A,200333,SHAKE,ALL,1542,-20694,16902,-1931,119,62,0.094,-1.263,1.032,-117.744,7.256,3.780,-50.643,4.961,9.835,10.512,12,24,DMP_WAIT
A,200352,SHAKE,ALL,2298,-32022,19742,-1001,147,257,0.140,-1.954,1.205,-61.037,8.963,15.671,-58.173,4.961,7.294,7.842,12,19,DMP_WAIT
A,200372,SHAKE,ALL,2298,-32022,19742,-1001,147,257,0.140,-1.954,1.205,-61.037,8.963,15.671,-58.173,3.304,4.742,5.155,12,20,OK
A,200396,SHAKE,ALL,-626,-5820,15284,1453,148,-102,-0.038,-0.355,0.933,88.598,9.024,-6.220,-20.830,3.304,6.259,6.591,12,24,DMP_WAIT
A,200415,SHAKE,ALL,-1354,13984,10978,1772,-36,-235,-0.083,0.854,0.670,108.049,-2.195,-14.329,51.656,3.304,9.135,9.527,12,19,DMP_WAIT
A,200435,SHAKE,ALL,-178,28038,9122,1224,-221,-338,-0.011,1.711,0.557,74.634,-13.476,-20.610,71.975,3.304,11.808,12.303,12,20,DMP_WAIT
A,200454,SHAKE,ALL,1074,25880,8396,-78,-202,-279,0.066,1.580,0.512,-4.756,-12.317,-17.012,71.889,4.764,12.877,13.481,12,19,OK
A,200479,SHAKE,ALL,1246,13548,10636,-1292,-9,-100,0.076,0.827,0.649,-78.780,-0.549,-6.098,51.676,4.764,11.665,12.359,12,25,DMP_WAIT
A,200498,SHAKE,ALL,830,-6642,15650,-1921,112,161,0.051,-0.405,0.955,-117.134,6.829,9.817,-22.968,4.764,8.748,9.384,12,19,DMP_WAIT
A,200518,SHAKE,ALL,558,-28584,19334,-1688,121,279,0.034,-1.745,1.180,-102.927,7.378,17.012,-55.915,4.764,5.391,5.905,12,20,DMP_WAIT
A,200537,SHAKE,ALL,-322,-31790,20690,-397,140,235,-0.020,-1.940,1.263,-24.207,8.537,14.329,-56.939,3.152,3.650,4.035,12,19,OK
A,200561,SHAKE,ALL,-332,-13554,20252,1060,63,73,-0.020,-0.827,1.236,64.634,3.841,4.451,-33.790,3.152,4.365,4.651,12,24,DMP_WAIT
A,200580,SHAKE,ALL,-660,2118,16504,1568,6,-143,-0.040,0.129,1.007,95.610,0.366,-8.720,7.307,3.152,6.161,6.425,12,19,DMP_WAIT
A,200599,SHAKE,ALL,176,13740,12842,1438,-29,-300,0.011,0.839,0.784,87.683,-1.768,-18.293,46.932,3.152,8.565,8.884,12,19,DMP_WAIT
A,200618,SHAKE,ALL,796,20846,10498,955,-21,-288,0.049,1.272,0.641,58.232,-1.280,-17.561,63.204,4.238,10.698,11.106,12,19,OK
A,200642,SHAKE,ALL,32,22634,10250,236,26,-120,0.002,1.381,0.626,14.390,1.585,-7.317,65.636,4.238,12.079,12.592,12,24,DMP_WAIT
A,200661,SHAKE,ALL,-450,13886,11410,-686,-6,8,-0.027,0.848,0.696,-41.829,-0.366,0.488,50.569,4.238,12.026,12.620,12,19,DMP_WAIT
A,200680,SHAKE,ALL,-336,-3546,14768,-1369,-78,85,-0.021,-0.216,0.901,-83.476,-4.756,5.183,-13.499,4.238,9.918,10.472,12,19,DMP_WAIT
A,200700,SHAKE,ALL,-186,-25398,18854,-1427,-164,-5,-0.011,-1.550,1.151,-87.012,-10.000,-0.305,-53.411,3.909,6.899,7.337,12,20,OK
A,200724,SHAKE,ALL,1126,-30636,19318,-492,-256,-303,0.069,-1.870,1.179,-30.000,-15.610,-18.476,-57.722,3.909,4.846,5.148,12,24,DMP_WAIT
A,200744,SHAKE,ALL,6054,-14266,15962,1033,-303,-569,0.370,-0.871,0.974,62.988,-18.476,-34.695,-39.884,3.909,5.140,5.331,12,20,DMP_WAIT
A,200764,SHAKE,ALL,6528,6598,11562,1864,35,-276,0.398,0.403,0.706,113.659,2.134,-16.829,26.424,3.909,7.747,7.952,12,20,DMP_WAIT
A,200783,SHAKE,ALL,1292,21164,9506,1696,488,213,0.079,1.292,0.580,103.415,29.756,12.988,65.616,4.260,10.786,11.082,12,19,OK
A,200807,SHAKE,ALL,-1964,25336,8846,805,604,357,-0.120,1.546,0.540,49.085,36.829,21.768,70.320,4.260,13.075,13.481,12,24,DMP_WAIT
A,200826,SHAKE,ALL,-2484,22518,9162,-303,376,343,-0.152,1.374,0.559,-18.476,22.927,20.915,67.142,4.260,13.769,14.284,12,19,DMP_WAIT
A,200846,SHAKE,ALL,-2032,9188,10628,-1295,73,206,-0.124,0.561,0.649,-78.963,4.451,12.561,40.336,4.260,12.706,13.287,12,20,DMP_WAIT
A,200865,SHAKE,ALL,114,-10192,13986,-1838,-84,-52,0.007,-0.622,0.854,-112.073,-5.122,-3.171,-36.081,4.452,9.600,10.099,12,19,OK
A,200890,SHAKE,ALL,626,-27426,17982,-1521,-50,-120,0.038,-1.674,1.098,-92.744,-3.049,-7.317,-56.733,4.452,5.943,6.317,12,25,DMP_WAIT
A,200909,SHAKE,ALL,74,-29748,20386,-448,-9,-197,0.005,-1.816,1.244,-27.317,-0.549,-12.012,-55.577,4.452,4.160,4.402,12,19,DMP_WAIT
A,200929,SHAKE,ALL,2004,-13554,18752,842,-83,-348,0.122,-0.827,1.145,51.341,-5.061,-21.220,-35.705,4.452,4.322,4.464,12,20,DMP_WAIT
A,200948,SHAKE,ALL,1134,3646,15826,1483,-24,-242,0.069,0.223,0.966,90.427,-1.463,-14.756,12.941,3.427,6.135,6.268,12,19,OK
A,200972,SHAKE,ALL,-2120,22790,11050,806,79,-321,-0.129,1.391,0.674,49.146,4.817,-19.573,63.724,3.427,8.387,8.613,12,24,DMP_WAIT
A,200991,SHAKE,ALL,-660,25016,10856,42,-37,-326,-0.040,1.527,0.663,2.561,-2.256,-19.878,66.502,3.427,9.553,9.887,12,19,DMP_WAIT
A,201010,SHAKE,ALL,-660,25016,10856,42,-37,-326,-0.040,1.527,0.663,2.561,-2.256,-19.878,66.502,4.663,10.696,11.143,12,19,OK
A,201035,SHAKE,ALL,762,-3940,14066,-1630,-52,157,0.047,-0.240,0.859,-99.390,-3.171,9.573,-15.626,4.663,7.676,8.086,12,25,DMP_WAIT
A,201054,SHAKE,ALL,424,-24012,16982,-1568,-16,120,0.026,-1.466,1.036,-95.610,-0.976,7.317,-54.722,4.663,4.604,4.890,12,19,DMP_WAIT
A,201073,SHAKE,ALL,382,-28190,20280,-571,12,-55,0.023,-1.721,1.238,-34.817,0.732,-3.354,-54.264,4.663,2.734,2.894,12,19,DMP_WAIT
A,201092,SHAKE,ALL,3318,-17098,18916,580,-79,-250,0.203,-1.044,1.155,35.366,-4.817,-15.244,-41.679,3.098,2.461,2.514,12,19,OK
A,201117,SHAKE,ALL,4488,-3290,14970,1263,52,-301,0.274,-0.201,0.914,77.012,3.171,-18.354,-11.888,3.098,4.003,3.992,12,25,DMP_WAIT
A,201137,SHAKE,ALL,1108,10322,12062,1433,343,-208,0.068,0.630,0.736,87.378,20.915,-12.683,40.436,3.098,6.398,6.434,12,20,DMP_WAIT
A,201157,SHAKE,ALL,-1990,22902,11238,1111,452,-201,-0.121,1.398,0.686,67.744,27.561,-12.256,63.511,3.098,8.822,8.955,12,20,DMP_WAIT
A,201177,SHAKE,ALL,-2884,24792,11416,205,278,-102,-0.176,1.513,0.697,12.500,16.951,-6.220,64.595,4.442,10.136,10.376,12,20,OK
A,201201,SHAKE,ALL,-1360,12880,12300,-925,5,79,-0.083,0.786,0.751,-56.402,0.305,4.817,46.146,4.442,9.474,9.796,12,24,DMP_WAIT
A,201220,SHAKE,ALL,108,-9478,15868,-1621,-140,177,0.007,-0.578,0.969,-98.841,-8.537,10.793,-30.849,4.442,6.783,7.029,12,19,DMP_WAIT
A,201239,SHAKE,ALL,-74,-31962,20300,-1370,-148,209,-0.005,-1.951,1.239,-83.537,-9.024,12.744,-57.579,4.442,3.896,4.010,12,19,DMP_WAIT
A,201259,SHAKE,ALL,788,-32768,18350,-12,-157,31,0.048,-2.000,1.120,-0.732,-9.573,1.890,-60.729,3.140,2.543,2.512,12,20,OK
A,201283,SHAKE,ALL,2302,-9570,16780,1750,-193,-223,0.141,-0.584,1.024,106.707,-11.768,-13.598,-29.468,3.140,4.357,4.225,12,24,DMP_WAIT
A,201303,SHAKE,ALL,1766,11174,12544,2179,-128,-226,0.108,0.682,0.766,132.866,-7.805,-13.780,41.415,3.140,7.656,7.571,12,20,DMP_WAIT
A,201322,SHAKE,ALL,1016,21666,8982,1613,15,-183,0.062,1.322,0.548,98.354,0.915,-11.159,67.354,3.140,10.638,10.654,12,19,DMP_WAIT
A,201341,SHAKE,ALL,62,26620,8216,723,129,-122,0.004,1.625,0.501,44.085,7.866,-7.439,72.847,4.876,12.659,12.792,12,19,OK
A,201365,SHAKE,ALL,-1452,22736,9118,-325,132,-21,-0.089,1.388,0.557,-19.817,8.049,-1.280,67.898,4.876,13.242,13.496,12,24,DMP_WAIT
A,201384,SHAKE,ALL,-1574,6258,12242,-1300,-26,-8,-0.096,0.382,0.747,-79.268,-1.585,-0.488,26.886,4.876,11.995,12.290,12,19,DMP_WAIT
A,201404,SHAKE,ALL,1912,-14496,17574,-1623,-218,-65,0.117,-0.885,1.073,-98.963,-13.293,-3.963,-39.352,4.876,8.982,9.185,12,20,DMP_WAIT
A,201423,SHAKE,ALL,3450,-31690,18772,-1022,-85,70,0.211,-1.934,1.146,-62.317,-5.183,4.268,-58.940,4.062,6.419,6.488,12,19,OK
A,201448,SHAKE,ALL,2592,-20494,19642,403,168,109,0.158,-1.251,1.199,24.573,10.244,6.646,-45.969,4.062,5.916,5.861,12,25,DMP_WAIT
A,201467,SHAKE,ALL,742,-2468,17202,1403,285,37,0.045,-0.151,1.050,85.549,17.378,2.256,-8.157,4.062,7.183,7.079,12,19,DMP_WAIT
A,201486,SHAKE,ALL,-1218,11560,13330,1516,248,35,-0.074,0.706,0.814,92.439,15.122,2.134,40.815,4.062,9.533,9.477,12,19,DMP_WAIT
A,201505,SHAKE,ALL,-1452,20866,10516,1029,72,-157,-0.089,1.274,0.642,62.744,4.390,-9.573,63.035,4.757,11.727,11.766,12,19,OK
A,201529,SHAKE,ALL,-496,24890,9038,202,-86,-315,-0.030,1.519,0.552,12.317,-5.244,-19.207,70.015,4.757,13.127,13.285,12,24,DMP_WAIT
A,201548,SHAKE,ALL,1294,18344,9942,-766,-89,-249,0.079,1.120,0.607,-46.707,-5.427,-15.183,61.341,4.757,13.178,13.443,12,19,DMP_WAIT
A,201568,SHAKE,ALL,476,386,15832,-1599,13,-43,0.029,0.024,0.966,-97.500,0.793,-2.622,1.396,4.757,10.985,11.244,12,20,DMP_WAIT
A,201587,SHAKE,ALL,830,-29270,20886,-1867,-16,-13,0.051,-1.786,1.275,-113.841,-0.976,-0.793,-54.468,4.322,7.512,7.653,12,19,OK
A,201611,SHAKE,ALL,3770,-16096,17372,1512,24,-38,0.230,-0.982,1.060,92.195,1.463,-2.317,-42.160,4.322,8.632,8.664,12,24,DMP_WAIT
A,201630,SHAKE,ALL,-116,9308,13516,2385,229,69,-0.007,0.568,0.825,145.427,13.963,4.207,34.553,4.322,11.814,11.887,12,19,DMP_WAIT
A,201649,SHAKE,ALL,-116,9308,13516,2385,229,69,-0.007,0.568,0.825,145.427,13.963,4.207,34.553,4.912,14.933,15.043,12,19,OK
A,201673,SHAKE,ALL,-1798,28152,7740,906,186,-87,-0.110,1.718,0.472,55.244,11.341,-5.305,74.238,4.912,17.363,17.596,12,24,DMP_WAIT
A,201693,SHAKE,ALL,-1418,25666,7060,-171,-29,-113,-0.087,1.567,0.431,-10.427,-1.768,-6.890,74.328,4.912,18.251,18.615,12,20,DMP_WAIT
A,201712,SHAKE,ALL,-154,16724,10222,-1200,-162,-210,-0.009,1.021,0.624,-73.171,-9.878,-12.805,58.563,4.912,17.651,18.119,12,19,DMP_WAIT
A,201732,SHAKE,ALL,2484,-5432,14656,-2025,-224,-213,0.152,-0.332,0.895,-123.476,-13.659,-12.988,-20.073,5.330,14.430,14.850,12,20,OK
A,201757,SHAKE,ALL,4110,-31644,17472,-1897,-119,-17,0.251,-1.931,1.066,-115.671,-7.256,-1.037,-60.438,5.330,10.041,10.331,12,25,DMP_WAIT
A,201777,SHAKE,ALL,2462,-32768,19726,-382,161,258,0.150,-2.000,1.204,-23.293,9.817,15.732,-58.756,5.330,8.162,8.312,12,20,DMP_WAIT
A,201796,SHAKE,ALL,568,-10384,20040,1257,280,120,0.035,-0.634,1.223,76.646,17.073,7.317,-27.382,5.330,8.835,8.900,12,19,DMP_WAIT
A,201815,SHAKE,ALL,-1446,4552,15018,1608,231,-25,-0.088,0.278,0.917,98.049,14.085,-1.524,16.789,4.378,10.775,10.843,12,19,OK
A,201840,SHAKE,ALL,-1040,17672,10698,1392,64,-155,-0.063,1.079,0.653,84.878,3.902,-9.451,58.691,4.378,13.755,13.909,12,25,DMP_WAIT
A,201859,SHAKE,ALL,-1244,25454,9106,761,-49,-255,-0.076,1.554,0.556,46.402,-2.988,-15.549,70.147,4.378,15.703,15.973,12,19,DMP_WAIT
A,201879,SHAKE,ALL,84,25992,9158,-254,-122,-320,0.005,1.586,0.559,-15.488,-7.439,-19.512,70.590,4.378,16.451,16.845,12,20,DMP_WAIT
A,201898,SHAKE,ALL,890,13750,11322,-1374,-100,-179,0.054,0.839,0.691,-83.780,-6.098,-10.915,50.445,5.454,15.527,16.010,12,19,OK
A,201922,SHAKE,ALL,2394,-10514,14832,-2048,-56,60,0.146,-0.642,0.905,-124.878,-3.415,3.659,-34.985,5.454,11.524,11.932,12,24,DMP_WAIT
A,201942,SHAKE,ALL,1820,-31908,18454,-1577,97,266,0.111,-1.948,1.126,-96.159,5.915,16.220,-59.837,5.454,8.166,8.437,12,20,DMP_WAIT
A,201961,SHAKE,ALL,-218,-30900,21790,-91,205,329,-0.013,-1.886,1.330,-5.549,12.500,20.061,-54.808,5.454,6.759,6.899,12,19,DMP_WAIT
A,201981,SHAKE,ALL,-358,-12254,19780,1277,87,58,-0.022,-0.748,1.207,77.866,5.305,3.537,-31.775,3.857,7.468,7.514,12,20,OK
A,202005,SHAKE,ALL,418,4342,14618,1707,-23,-140,0.026,0.265,0.892,104.085,-1.402,-8.537,16.537,3.857,10.042,10.083,12,24,DMP_WAIT
A,202024,SHAKE,ALL,338,17334,10550,1503,-27,-243,0.021,1.058,0.644,91.646,-1.646,-14.817,58.661,3.857,12.677,12.803,12,19,DMP_WAIT
A,202043,SHAKE,ALL,-666,25074,8548,879,15,-250,-0.041,1.530,0.522,53.598,0.915,-15.244,71.122,3.857,14.800,15.040,12,19,DMP_WAIT
A,202062,SHAKE,ALL,-902,26820,8726,-43,5,-215,-0.055,1.637,0.533,-2.622,0.305,-13.110,71.888,5.489,15.849,16.209,12,19,OK
A,202086,SHAKE,ALL,-244,16700,11096,-1181,-76,-152,-0.015,1.019,0.677,-72.012,-4.634,-9.268,56.392,5.489,14.911,15.378,12,24,DMP_WAIT
A,202106,SHAKE,ALL,1946,-7378,16024,-2033,-159,-26,0.119,-0.450,0.978,-123.963,-9.695,-1.585,-24.564,5.489,11.645,12.053,12,20,DMP_WAIT
A,202126,SHAKE,ALL,4136,-32768,20926,-1963,-7,211,0.252,-2.000,1.277,-119.695,-0.427,12.866,-56.937,5.489,7.881,8.163,12,20,DMP_WAIT
A,202145,SHAKE,ALL,1038,-32768,20692,-386,319,521,0.063,-2.000,1.263,-23.537,19.451,31.768,-57.696,3.773,6.088,6.235,12,19,OK
A,202170,SHAKE,ALL,-2920,20208,13368,3098,26,-158,-0.178,1.233,0.816,188.902,1.585,-9.634,55.897,3.773,11.654,11.887,12,25,DMP_WAIT
A,202189,SHAKE,ALL,-168,32767,6152,2133,-259,-352,-0.010,2.000,0.375,130.061,-15.793,-21.463,79.363,3.773,15.386,15.756,12,19,DMP_WAIT
A,202209,SHAKE,ALL,-168,32767,6152,2133,-259,-352,-0.010,2.000,0.375,130.061,-15.793,-21.463,79.363,6.148,19.168,19.677,12,20,OK
A,202234,SHAKE,ALL,1746,22480,4504,-954,-23,-357,0.107,1.372,0.275,-58.171,-1.402,-21.768,77.873,6.148,18.859,19.528,12,25,DMP_WAIT
A,202253,SHAKE,ALL,-532,7542,11320,-1709,112,5,-0.032,0.460,0.691,-104.207,6.829,0.305,33.645,6.148,17.171,17.902,12,19,DMP_WAIT
A,202272,SHAKE,ALL,1202,-14960,17454,-2050,-21,43,0.073,-0.913,1.065,-125.000,-1.280,2.622,-40.533,6.148,13.645,14.286,12,19,DMP_WAIT
A,202292,SHAKE,ALL,1938,-32768,19158,-1526,2,59,0.118,-2.000,1.169,-93.049,0.122,3.598,-59.560,4.822,10.311,10.821,12,20,OK
A,202316,SHAKE,ALL,2722,-27152,19670,115,106,155,0.166,-1.657,1.201,7.012,6.463,9.451,-53.820,4.822,9.138,9.517,12,24,DMP_WAIT
A,202335,SHAKE,ALL,-274,-4656,18064,1438,235,92,-0.017,-0.284,1.103,87.683,14.329,5.610,-14.452,4.822,10.255,10.576,12,19,DMP_WAIT
A,202354,SHAKE,ALL,-3444,9312,12656,1558,205,0,-0.210,0.568,0.772,95.000,12.500,0.000,35.373,4.822,12.482,12.845,12,19,DMP_WAIT
A,202373,SHAKE,ALL,-3188,24134,9748,1187,-118,-341,-0.195,1.473,0.595,72.378,-7.195,-20.793,66.976,5.330,14.876,15.345,12,19,OK
A,202398,SHAKE,ALL,2090,31810,8722,209,-447,-675,0.128,1.942,0.532,12.744,-27.256,-41.159,74.254,5.330,16.318,16.926,12,25,DMP_WAIT
A,202418,SHAKE,ALL,5840,20042,11048,-1257,-284,-489,0.356,1.223,0.674,-76.646,-17.317,-29.817,58.056,5.330,15.604,16.321,12,20,DMP_WAIT
A,202438,SHAKE,ALL,6610,-9596,16650,-2289,186,130,0.403,-0.586,1.016,-139.573,11.341,7.927,-28.177,5.330,11.946,12.597,12,20,DMP_WAIT
A,202458,SHAKE,ALL,8,-32768,19866,-1891,686,666,0.000,-2.000,1.213,-115.305,41.829,40.610,-58.773,4.548,8.226,8.744,12,20,OK
A,202482,SHAKE,ALL,-6668,-32768,21504,263,638,656,-0.407,-2.000,1.313,16.037,38.902,40.000,-55.508,4.548,7.273,7.654,12,24,DMP_WAIT
A,202501,SHAKE,ALL,-5424,-3022,18640,2042,7,4,-0.331,-0.184,1.138,124.512,0.427,0.244,-8.848,4.548,9.225,9.557,12,19,DMP_WAIT
A,202520,SHAKE,ALL,364,15384,11100,2069,-415,-495,0.022,0.939,0.677,126.159,-25.305,-30.183,54.174,4.548,12.429,12.840,12,19,DMP_WAIT
A,202540,SHAKE,ALL,2744,24958,7494,1288,-324,-497,0.167,1.523,0.457,78.537,-19.756,-30.305,72.268,5.499,15.119,15.649,12,20,OK
A,202564,SHAKE,ALL,2508,25896,7708,186,47,-234,0.153,1.581,0.470,11.341,2.866,-14.268,72.619,5.499,16.480,17.145,12,24,DMP_WAIT
A,202583,SHAKE,ALL,-508,17556,11704,-904,303,147,-0.031,1.072,0.714,-55.122,18.476,8.963,56.285,5.499,16.206,16.973,12,19,DMP_WAIT
A,202603,SHAKE,ALL,-2212,-3716,16620,-1679,136,350,-0.135,-0.227,1.014,-102.378,8.293,21.341,-12.497,5.499,13.579,14.310,12,20,DMP_WAIT
A,202622,SHAKE,ALL,-1598,-27002,18310,-1560,-259,65,-0.098,-1.648,1.118,-95.122,-15.793,3.963,-55.758,5.088,10.377,10.980,12,19,OK
A,202647,SHAKE,ALL,1766,-25492,17938,-239,-392,-287,0.108,-1.556,1.095,-14.573,-23.902,-17.500,-54.737,5.088,8.660,9.129,12,25,DMP_WAIT
A,202667,SHAKE,ALL,3738,-7086,15592,1031,-185,-455,0.228,-0.432,0.952,62.866,-11.280,-27.744,-23.843,5.088,9.196,9.584,12,20,DMP_WAIT
A,202687,SHAKE,ALL,1614,8074,11406,1386,176,-368,0.099,0.493,0.696,84.512,10.732,-22.439,35.026,5.351,11.322,11.751,12,20,OK
A,202711,SHAKE,ALL,-690,24234,10974,275,305,-104,-0.042,1.479,0.670,16.768,18.598,-6.341,65.595,5.351,12.747,13.288,12,24,DMP_WAIT
A,202730,SHAKE,ALL,904,14076,12118,-984,30,-27,0.055,0.859,0.740,-60.000,1.829,-1.646,49.196,5.351,12.314,12.939,12,19,DMP_WAIT
A,202749,SHAKE,ALL,2898,-4964,15988,-1795,-98,46,0.177,-0.303,0.976,-109.451,-5.976,2.805,-16.988,5.351,9.647,10.218,12,19,DMP_WAIT
A,202769,SHAKE,ALL,2610,-30476,18748,-1773,19,221,0.159,-1.860,1.144,-108.110,1.159,13.476,-58.155,4.701,6.125,6.558,12,20,OK
A,202793,SHAKE,ALL,672,-32768,18648,-384,219,254,0.041,-2.000,1.138,-23.415,13.354,15.488,-60.340,4.701,4.190,4.466,12,24,DMP_WAIT
A,202812,SHAKE,ALL,-2,-12298,18486,1371,249,52,0.000,-0.751,1.128,83.598,15.183,3.171,-33.634,4.701,4.946,5.117,12,19,DMP_WAIT
A,202831,SHAKE,ALL,-208,6968,13630,1945,246,-86,-0.013,0.425,0.832,118.598,15.000,-5.244,27.075,4.701,7.553,7.742,11,19,DMP_WAIT
A,202851,SHAKE,ALL,-1210,20114,10300,1659,249,-114,-0.074,1.228,0.629,101.159,15.183,-6.951,62.724,5.128,10.593,10.873,11,20,OK
A,202875,SHAKE,ALL,-1332,22474,7714,846,189,-93,-0.081,1.372,0.471,51.585,11.524,-5.671,70.796,5.128,12.954,13.350,11,24,DMP_WAIT
A,202894,SHAKE,ALL,-2952,24832,9172,-33,72,-117,-0.180,1.516,0.560,-2.012,4.390,-7.134,68.793,5.128,13.990,14.504,11,19,DMP_WAIT
A,202914,SHAKE,ALL,-2114,15010,12310,-1128,-218,-255,-0.129,0.916,0.751,-68.780,-13.293,-15.549,50.235,5.128,13.320,13.922,11,20,DMP_WAIT
A,202934,SHAKE,ALL,2352,-6674,16942,-2031,-497,-445,0.144,-0.407,1.034,-123.841,-30.305,-27.134,-21.315,5.440,10.154,10.700,11,20,OK
A,202959,SHAKE,ALL,7546,-28848,18642,-1961,-335,-235,0.461,-1.761,1.138,-119.573,-20.427,-14.329,-55.118,5.440,5.861,6.279,11,25,DMP_WAIT
A,202979,SHAKE,ALL,4646,-32768,19826,-594,342,530,0.284,-2.000,1.210,-36.220,20.854,32.317,-58.142,5.440,3.825,4.099,11,20,DMP_WAIT
A,202998,SHAKE,ALL,-4026,-17676,20672,1397,694,713,-0.246,-1.079,1.262,85.183,42.317,43.476,-40.007,5.440,4.490,4.651,11,19,DMP_WAIT
A,203018,SHAKE,ALL,-6802,6128,16792,2289,323,279,-0.415,0.374,1.025,139.573,19.695,17.012,18.688,4.579,7.464,7.627,11,20,OK
A,203042,SHAKE,ALL,-1286,18978,9130,1986,-282,-289,-0.078,1.158,0.557,121.098,-17.195,-17.622,64.088,4.579,11.389,11.650,11,24,DMP_WAIT
A,203062,SHAKE,ALL,1360,27320,4964,1324,-423,-450,0.083,1.667,0.303,80.732,-25.793,-27.439,79.331,4.579,14.284,14.682,11,20,DMP_WAIT
A,203081,SHAKE,ALL,242,31298,6276,348,-191,-330,0.015,1.910,0.383,21.220,-11.646,-20.122,78.653,4.579,15.922,16.461,11,19,DMP_WAIT
A,203100,SHAKE,ALL,-538,20782,9120,-1035,-93,-156,-0.033,1.268,0.557,-63.110,-5.671,-9.512,66.270,6.428,15.710,16.370,11,19,OK
A,203125,SHAKE,ALL,842,-1168,12720,-2111,-261,-21,0.051,-0.071,0.776,-128.720,-15.915,-1.280,-5.235,6.428,12.080,12.729,11,25,DMP_WAIT
A,203145,SHAKE,ALL,2420,-24498,16696,-2198,-351,25,0.148,-1.495,1.019,-134.024,-21.402,1.524,-55.447,6.428,8.056,8.577,11,20,DMP_WAIT
A,203164,SHAKE,ALL,1116,-32768,19416,-1195,-250,2,0.068,-2.000,1.185,-72.866,-15.244,0.122,-59.311,6.428,5.308,5.690,11,19,DMP_WAIT
A,203184,SHAKE,ALL,3724,-24708,19684,352,-173,-294,0.227,-1.508,1.201,21.463,-10.549,-17.927,-50.965,4.284,4.557,4.810,11,20,OK
A,203208,SHAKE,ALL,1092,8040,14050,1659,273,-257,0.067,0.491,0.858,101.159,16.646,-15.671,29.706,4.284,7.384,7.670,11,24,DMP_WAIT
A,203227,SHAKE,ALL,1092,8040,14050,1659,273,-257,0.067,0.491,0.858,101.159,16.646,-15.671,29.706,4.284,9.670,9.990,11,19,DMP_WAIT
A,203247,SHAKE,ALL,-230,17428,9850,1371,311,-196,-0.014,1.064,0.601,83.598,18.963,-11.951,60.519,5.725,12.279,12.698,11,20,OK
A,203271,SHAKE,ALL,-778,27642,8716,-135,157,-56,-0.047,1.687,0.532,-8.232,9.573,-3.415,72.434,5.725,13.233,13.791,11,24,DMP_WAIT
