record,ms,state,mode,ax_raw,ay_raw,az_raw,gx_raw,gy_raw,gz_raw,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,pitch_acc,pitch_dmp,pitch_comp,pitch_kalman,dmp_hz,dt_ms,status
A,138725,TILT,ALL,426,2800,14746,-729,24,-70,0.026,0.171,0.900,-44.451,1.463,-4.268,10.747,9.374,12.017,13.816,12,23,DMP_WAIT
A,138744,TILT,ALL,572,2898,14746,-739,23,-67,0.035,0.177,0.900,-45.061,1.402,-4.085,11.110,9.374,11.115,12.902,12,19,DMP_WAIT
A,138763,TILT,ALL,454,1990,14726,-773,26,-63,0.028,0.121,0.899,-47.134,1.585,-3.841,7.692,9.374,10.125,11.895,12,19,DMP_WAIT
A,138782,TILT,ALL,480,1708,14708,-777,27,-64,0.029,0.104,0.898,-47.378,1.646,-3.902,6.620,8.462,9.129,10.881,12,19,OK
A,138805,TILT,ALL,380,1366,14796,-768,24,-67,0.023,0.083,0.903,-46.829,1.463,-4.085,5.273,8.462,7.943,9.681,12,23,DMP_WAIT
A,138824,TILT,ALL,544,902,14890,-753,23,-67,0.033,0.055,0.909,-45.915,1.402,-4.085,3.464,8.462,6.955,8.671,12,19,DMP_WAIT
A,138842,TILT,ALL,566,1092,14894,-732,23,-64,0.035,0.067,0.909,-44.634,1.402,-3.902,4.190,8.462,6.070,7.768,12,18,DMP_WAIT
A,138861,TILT,ALL,608,548,14860,-737,26,-62,0.037,0.033,0.907,-44.939,1.585,-3.780,2.110,7.504,5.111,6.787,12,19,OK
A,138884,TILT,ALL,394,-400,14850,-725,28,-62,0.024,-0.024,0.906,-44.207,1.707,-3.780,-1.542,7.504,3.928,5.583,12,23,DMP_WAIT
A,138903,TILT,ALL,420,-394,14904,-664,24,-68,0.026,-0.024,0.910,-40.488,1.463,-4.146,-1.514,7.504,3.021,4.651,12,19,DMP_WAIT
A,138922,TILT,ALL,556,-348,14960,-617,24,-69,0.034,-0.021,0.913,-37.622,1.463,-4.207,-1.332,7.504,2.190,3.795,12,19,DMP_WAIT
A,138941,TILT,ALL,556,-348,14960,-617,24,-69,0.034,-0.021,0.913,-37.622,1.463,-4.207,-1.332,6.601,1.375,2.958,12,19,OK
A,138964,TILT,ALL,630,56,15028,-630,23,-20,0.038,0.003,0.917,-38.415,1.402,-1.220,0.213,6.601,0.432,2.000,12,23,DMP_WAIT
A,138983,TILT,ALL,276,-1498,14680,-669,24,16,0.017,-0.091,0.896,-40.793,1.463,0.976,-5.825,6.601,-0.496,1.043,12,19,DMP_WAIT
A,139002,TILT,ALL,518,-544,15000,-634,27,-68,0.032,-0.033,0.916,-38.659,1.646,-4.146,-2.076,6.601,-1.292,0.227,12,19,DMP_WAIT
A,139020,TILT,ALL,518,-544,15000,-634,27,-68,0.032,-0.033,0.916,-38.659,1.646,-4.146,-2.076,5.689,-2.031,-0.532,12,18,OK
A,139044,TILT,ALL,640,-1020,14916,-716,25,-65,0.039,-0.062,0.910,-43.659,1.524,-3.963,-3.908,5.689,-3.151,-1.669,12,24,DMP_WAIT
A,139063,TILT,ALL,596,-2366,14848,-738,28,-66,0.036,-0.144,0.906,-45.000,1.707,-4.024,-9.047,5.689,-4.151,-2.697,12,19,DMP_WAIT
A,139082,TILT,ALL,506,-2510,14730,-705,31,-66,0.031,-0.153,0.899,-42.988,1.890,-4.024,-9.665,5.689,-5.105,-3.680,12,19,DMP_WAIT
A,139101,TILT,ALL,490,-1818,14916,-671,28,-66,0.030,-0.111,0.910,-40.915,1.707,-4.024,-6.945,4.661,-5.948,-4.544,12,19,OK
A,139125,TILT,ALL,524,-1690,14936,-702,26,-65,0.032,-0.103,0.912,-42.805,1.585,-3.963,-6.452,4.661,-7.020,-5.634,12,24,DMP_WAIT
A,139145,TILT,ALL,596,-2542,14736,-765,30,-68,0.036,-0.155,0.899,-46.646,1.829,-4.146,-9.780,4.661,-8.036,-6.673,12,20,DMP_WAIT
A,139164,TILT,ALL,606,-4112,14494,-782,32,-66,0.037,-0.251,0.885,-47.683,1.951,-4.024,-15.826,4.661,-9.124,-7.793,12,19,DMP_WAIT
A,139183,TILT,ALL,442,-4096,14596,-730,31,-63,0.027,-0.250,0.891,-44.512,1.890,-3.841,-15.669,3.558,-10.127,-8.828,12,19,OK
A,139207,TILT,ALL,494,-3348,14536,-680,24,-63,0.030,-0.204,0.887,-41.463,1.463,-3.841,-12.963,3.558,-11.215,-9.939,12,24,DMP_WAIT
A,139226,TILT,ALL,600,-2928,14738,-691,23,-66,0.037,-0.179,0.900,-42.134,1.402,-4.024,-11.228,3.558,-12.044,-10.789,12,19,DMP_WAIT
A,139245,TILT,ALL,602,-3554,14534,-763,26,-74,0.037,-0.217,0.887,-46.524,1.585,-4.512,-13.730,3.558,-12.987,-11.756,12,19,DMP_WAIT
A,139265,TILT,ALL,590,-4886,14250,-818,33,-88,0.036,-0.298,0.870,-49.878,2.012,-5.366,-18.911,2.428,-14.130,-12.929,12,20,OK
A,139289,TILT,ALL,498,-5248,14182,-779,31,-79,0.030,-0.320,0.866,-47.500,1.890,-4.817,-20.295,2.428,-15.426,-14.256,12,24,DMP_WAIT
A,139308,TILT,ALL,650,-4512,14284,-730,26,-69,0.040,-0.275,0.872,-44.512,1.585,-4.207,-17.513,2.428,-16.340,-15.195,12,19,DMP_WAIT
A,139328,TILT,ALL,664,-3852,14222,-785,34,-92,0.041,-0.235,0.868,-47.866,2.073,-5.610,-15.139,2.428,-17.301,-16.175,12,20,DMP_WAIT
A,139347,TILT,ALL,528,-5690,14156,-922,51,-137,0.032,-0.347,0.864,-56.220,3.110,-8.354,-21.884,1.173,-18.483,-17.386,12,19,OK
A,139371,TILT,ALL,316,-6328,13838,-894,35,-77,0.019,-0.386,0.845,-54.512,2.134,-4.695,-24.569,1.173,-19.943,-18.876,12,24,DMP_WAIT
A,139391,TILT,ALL,518,-6310,13748,-851,25,-71,0.032,-0.385,0.839,-51.890,1.524,-4.329,-24.639,1.173,-21.100,-20.064,12,20,DMP_WAIT
A,139410,TILT,ALL,570,-5414,13844,-834,22,-67,0.035,-0.330,0.845,-50.854,1.341,-4.085,-21.343,1.173,-22.096,-21.081,12,19,DMP_WAIT
A,139429,TILT,ALL,620,-6020,13730,-900,22,-67,0.038,-0.367,0.838,-54.878,1.341,-4.085,-23.654,-0.213,-23.193,-22.202,12,19,OK
A,139454,TILT,ALL,528,-7492,13270,-959,27,-64,0.032,-0.457,0.810,-58.476,1.646,-3.902,-29.429,-0.213,-24.808,-23.850,12,25,DMP_WAIT
A,139473,TILT,ALL,594,-8394,13016,-927,27,-66,0.036,-0.512,0.794,-56.524,1.646,-4.024,-32.791,-0.213,-26.064,-25.142,12,19,DMP_WAIT
A,139493,TILT,ALL,514,-7770,13120,-845,25,-66,0.031,-0.474,0.801,-51.524,1.524,-4.024,-30.616,-0.213,-27.211,-26.320,12,20,DMP_WAIT
A,139512,TILT,ALL,660,-7122,13158,-822,22,-65,0.040,-0.435,0.803,-50.122,1.341,-3.963,-28.395,-1.683,-28.212,-27.346,12,19,OK
A,139536,TILT,ALL,578,-7646,13040,-877,24,-66,0.035,-0.467,0.796,-53.476,1.463,-4.024,-30.361,-1.683,-29.568,-28.729,12,24,DMP_WAIT
A,139556,TILT,ALL,644,-9276,12384,-920,27,-68,0.039,-0.566,0.756,-56.098,1.646,-4.146,-36.797,-1.683,-30.859,-30.056,12,20,DMP_WAIT
A,139575,TILT,ALL,474,-9530,12320,-860,26,-67,0.029,-0.582,0.752,-52.439,1.585,-4.085,-37.703,-1.683,-32.016,-31.248,12,19,DMP_WAIT
A,139595,TILT,ALL,608,-8900,12428,-789,23,-67,0.037,-0.543,0.759,-48.110,1.402,-4.085,-35.575,-3.155,-33.076,-32.339,12,20,OK
A,139619,TILT,ALL,644,-8868,12320,-785,22,-67,0.039,-0.541,0.752,-47.866,1.341,-4.085,-35.709,-3.155,-34.310,-33.603,12,24,DMP_WAIT
A,139639,TILT,ALL,640,-9708,12052,-809,27,-68,0.039,-0.593,0.736,-49.329,1.646,-4.146,-38.812,-3.155,-35.413,-34.738,11,20,DMP_WAIT
A,139658,TILT,ALL,650,-11016,11676,-784,29,-68,0.040,-0.672,0.713,-47.805,1.768,-4.146,-43.290,-4.563,-36.505,-35.868,11,19,OK
A,139682,TILT,ALL,546,-10104,11548,-664,25,-68,0.033,-0.617,0.705,-40.488,1.524,-4.146,-41.153,-4.563,-37.606,-37.005,11,24,DMP_WAIT
A,139702,TILT,ALL,798,-10060,11586,-658,25,-69,0.049,-0.614,0.707,-40.122,1.524,-4.207,-40.900,-4.563,-38.504,-37.935,11,20,DMP_WAIT
A,139722,TILT,ALL,592,-10568,11300,-674,30,-67,0.036,-0.645,0.690,-41.098,1.829,-4.085,-43.044,-4.563,-39.447,-38.911,11,20,DMP_WAIT
A,139741,TILT,ALL,570,-11410,10978,-662,31,-68,0.035,-0.696,0.670,-40.366,1.890,-4.146,-46.067,-5.860,-40.375,-39.877,11,19,OK
A,139766,TILT,ALL,574,-11220,10966,-605,28,-68,0.035,-0.685,0.669,-36.890,1.707,-4.146,-45.617,-5.860,-41.441,-40.983,11,25,DMP_WAIT
A,139785,TILT,ALL,608,-10940,10990,-566,26,-69,0.037,-0.668,0.671,-34.512,1.585,-4.207,-44.826,-5.860,-42.196,-41.769,11,19,DMP_WAIT
A,139805,TILT,ALL,630,-11016,10878,-564,26,-70,0.038,-0.672,0.664,-34.390,1.585,-4.268,-45.313,-5.860,-42.978,-42.584,11,20,DMP_WAIT
A,139824,TILT,ALL,590,-11512,10574,-570,26,-71,0.036,-0.703,0.645,-34.756,1.585,-4.329,-47.388,-7.088,-43.758,-43.397,11,19,OK
A,139849,TILT,ALL,578,-11978,10364,-551,27,-68,0.035,-0.731,0.633,-33.598,1.646,-4.146,-49.088,-7.088,-44.745,-44.426,11,25,DMP_WAIT
A,139868,TILT,ALL,670,-11848,10208,-506,25,-67,0.041,-0.723,0.623,-30.854,1.524,-4.085,-49.192,-7.088,-45.453,-45.167,11,19,DMP_WAIT
A,139888,TILT,ALL,652,-11606,10378,-479,26,-67,0.040,-0.708,0.633,-29.207,1.585,-4.085,-48.141,-7.088,-46.125,-45.872,11,20,DMP_WAIT
A,139907,TILT,ALL,550,-12112,10086,-480,29,-72,0.034,-0.739,0.616,-29.268,1.768,-4.390,-50.173,-8.249,-46.795,-46.575,11,19,OK
A,139932,TILT,ALL,692,-12500,9872,-462,29,-74,0.042,-0.763,0.603,-28.171,1.768,-4.512,-51.631,-8.249,-47.640,-47.461,11,25,DMP_WAIT
A,139952,TILT,ALL,618,-12428,9786,-415,27,-68,0.038,-0.759,0.597,-25.305,1.646,-4.146,-51.727,-8.249,-48.264,-48.120,11,20,DMP_WAIT
A,139972,TILT,ALL,576,-12296,9736,-377,28,-66,0.035,-0.750,0.594,-22.988,1.707,-4.024,-51.579,-8.249,-48.827,-48.716,11,20,DMP_WAIT
A,139992,TILT,ALL,592,-12804,9664,-358,27,-70,0.036,-0.781,0.590,-21.829,1.646,-4.268,-52.904,-9.310,-49.383,-49.307,11,20,OK
A,140016,TILT,ALL,548,-13344,9368,-308,26,-69,0.033,-0.814,0.572,-18.780,1.585,-4.207,-54.884,-9.310,-49.990,-49.957,11,24,DMP_WAIT
A,140035,TILT,ALL,674,-12932,9470,-227,23,-70,0.041,-0.789,0.578,-13.841,1.402,-4.268,-53.716,-9.310,-50.366,-50.367,11,19,DMP_WAIT
A,140055,TILT,ALL,716,-12958,9332,-175,26,-71,0.044,-0.791,0.570,-10.671,1.585,-4.329,-54.160,-9.310,-50.697,-50.733,11,20,DMP_WAIT
A,140074,TILT,ALL,704,-13100,9374,-130,30,-71,0.043,-0.800,0.572,-7.927,1.829,-4.329,-54.337,-10.163,-50.962,-51.031,11,19,OK
A,140099,TILT,ALL,680,-12862,9356,-79,34,-71,0.042,-0.785,0.571,-4.817,2.073,-4.329,-53.896,-10.163,-51.196,-51.306,11,25,DMP_WAIT
A,140118,TILT,ALL,584,-13036,9314,-37,35,-72,0.036,-0.796,0.568,-2.256,2.134,-4.390,-54.402,-10.163,-51.346,-51.488,11,19,DMP_WAIT
A,140137,TILT,ALL,594,-13118,9258,9,33,-72,0.036,-0.801,0.565,0.549,2.012,-4.390,-54.732,-10.769,-51.448,-51.622,11,19,OK
A,140161,TILT,ALL,638,-12812,9404,105,33,-69,0.039,-0.782,0.574,6.402,2.012,-4.207,-53.659,-10.769,-51.397,-51.609,11,24,DMP_WAIT
A,140180,TILT,ALL,614,-12732,9436,138,33,-69,0.037,-0.777,0.576,8.415,2.012,-4.207,-53.399,-10.769,-51.324,-51.566,11,19,DMP_WAIT
A,140200,TILT,ALL,582,-12706,9560,164,32,-70,0.036,-0.776,0.583,10.000,1.951,-4.268,-52.991,-10.769,-51.208,-51.480,11,20,DMP_WAIT
A,140219,TILT,ALL,624,-12728,9496,186,33,-70,0.038,-0.777,0.580,11.341,2.012,-4.268,-53.215,-11.161,-51.081,-51.382,11,19,OK
A,140243,TILT,ALL,662,-12746,9586,212,31,-69,0.040,-0.778,0.585,12.927,1.890,-4.207,-52.988,-11.161,-50.870,-51.209,11,24,DMP_WAIT
A,140263,TILT,ALL,638,-12656,9528,242,31,-69,0.039,-0.772,0.582,14.756,1.890,-4.207,-52.964,-11.161,-50.669,-51.038,11,20,DMP_WAIT
A,140282,TILT,ALL,612,-12696,9588,273,32,-69,0.037,-0.775,0.585,16.646,1.951,-4.207,-52.884,-11.161,-50.448,-50.845,11,19,DMP_WAIT
A,140301,TILT,ALL,640,-12586,9744,310,32,-69,0.039,-0.768,0.595,18.902,1.951,-4.207,-52.193,-11.407,-50.175,-50.599,11,19,OK
A,140326,TILT,ALL,654,-12650,9654,347,34,-69,0.040,-0.772,0.589,21.159,2.073,-4.207,-52.587,-11.407,-49.762,-50.226,11,25,DMP_WAIT
A,140345,TILT,ALL,696,-12522,9870,395,35,-69,0.042,-0.764,0.602,24.085,2.134,-4.207,-51.685,-11.407,-49.396,-49.888,11,19,DMP_WAIT
A,140364,TILT,ALL,584,-12396,9958,441,36,-69,0.036,-0.757,0.608,26.890,2.195,-4.207,-51.176,-11.407,-48.975,-49.494,11,19,DMP_WAIT
A,140384,TILT,ALL,558,-12560,10010,485,35,-70,0.034,-0.767,0.611,29.573,2.134,-4.268,-51.403,-11.448,-48.490,-49.039,11,20,OK
A,140408,TILT,ALL,648,-12428,10052,546,35,-70,0.040,-0.759,0.614,33.293,2.134,-4.268,-50.975,-11.448,-47.813,-48.399,11,24,DMP_WAIT
A,140427,TILT,ALL,602,-11936,10338,612,34,-70,0.037,-0.729,0.631,37.317,2.073,-4.268,-49.056,-11.448,-47.186,-47.799,11,19,DMP_WAIT
A,140447,TILT,ALL,770,-11224,10604,646,34,-71,0.047,-0.685,0.647,39.390,2.073,-4.329,-46.552,-11.448,-46.448,-47.084,11,20,DMP_WAIT
A,140466,TILT,ALL,590,-11232,10824,641,38,-71,0.036,-0.686,0.661,39.085,2.317,-4.329,-46.017,-11.221,-45.756,-46.413,11,19,OK
A,140491,TILT,ALL,638,-11238,10800,638,39,-71,0.039,-0.686,0.659,38.902,2.378,-4.329,-46.089,-11.221,-44.867,-45.558,11,25,DMP_WAIT
A,140510,TILT,ALL,546,-11242,10964,658,40,-71,0.033,-0.686,0.669,40.122,2.439,-4.329,-45.682,-11.221,-44.180,-44.894,11,19,DMP_WAIT
A,140530,TILT,ALL,638,-11086,11006,689,39,-72,0.039,-0.677,0.672,42.012,2.378,-4.390,-45.159,-11.221,-43.423,-44.161,11,20,DMP_WAIT
A,140549,TILT,ALL,580,-10816,11228,720,39,-72,0.035,-0.660,0.685,43.902,2.378,-4.390,-43.891,-10.868,-42.658,-43.418,11,19,OK
A,140573,TILT,ALL,638,-10526,11424,743,38,-73,0.039,-0.642,0.697,45.305,2.317,-4.451,-42.613,-10.868,-41.648,-42.437,11,24,DMP_WAIT
A,140593,TILT,ALL,618,-10190,11542,757,38,-72,0.038,-0.622,0.704,46.159,2.317,-4.390,-41.399,-10.868,-40.784,-41.595,11,20,DMP_WAIT
A,140612,TILT,ALL,566,-10056,11692,766,37,-70,0.035,-0.614,0.714,46.707,2.256,-4.268,-40.665,-10.868,-39.956,-40.785,11,19,DMP_WAIT
A,140632,TILT,ALL,604,-10108,11756,776,37,-69,0.037,-0.617,0.718,47.317,2.256,-4.207,-40.652,-10.370,-39.089,-39.940,11,20,OK
A,140656,TILT,ALL,606,-9914,11998,806,36,-68,0.037,-0.605,0.732,49.146,2.195,-4.146,-39.531,-10.370,-37.997,-38.878,12,24,DMP_WAIT
A,140675,TILT,ALL,568,-8954,12278,836,36,-69,0.035,-0.547,0.749,50.976,2.195,-4.207,-36.073,-10.370,-37.054,-37.948,12,19,DMP_WAIT
A,140695,TILT,ALL,602,-8660,12402,820,37,-73,0.037,-0.529,0.757,50.000,2.256,-4.451,-34.894,-10.370,-36.077,-36.986,12,20,DMP_WAIT
A,140714,TILT,ALL,582,-8830,12576,791,39,-72,0.036,-0.539,0.768,48.232,2.378,-4.390,-35.045,-9.756,-35.202,-36.125,12,19,OK
A,140738,TILT,ALL,680,-7822,12866,794,40,-73,0.042,-0.477,0.785,48.415,2.439,-4.451,-31.262,-9.756,-34.040,-34.980,12,24,DMP_WAIT
A,140757,TILT,ALL,680,-7822,12866,794,40,-73,0.042,-0.477,0.785,48.415,2.439,-4.451,-31.262,-9.756,-33.127,-34.076,12,19,DMP_WAIT
A,140777,TILT,ALL,610,-7562,13022,754,42,-76,0.037,-0.462,0.795,45.976,2.561,-4.634,-30.117,-9.147,-32.212,-33.170,12,20,OK
A,140801,TILT,ALL,526,-8396,13004,710,39,-73,0.032,-0.512,0.794,43.293,2.378,-4.451,-32.827,-9.147,-31.261,-32.243,12,24,DMP_WAIT
A,140820,TILT,ALL,546,-7858,13142,757,36,-72,0.033,-0.480,0.802,46.159,2.195,-4.390,-30.855,-9.147,-30.438,-31.431,12,19,DMP_WAIT
A,140839,TILT,ALL,514,-6982,13428,788,34,-73,0.031,-0.426,0.820,48.049,2.073,-4.451,-27.455,-9.147,-29.527,-30.527,12,19,DMP_WAIT
A,140859,TILT,ALL,636,-6974,13420,778,32,-73,0.039,-0.426,0.819,47.439,1.951,-4.451,-27.433,-8.523,-28.602,-29.610,12,20,OK
A,140883,TILT,ALL,626,-6968,13566,773,33,-72,0.038,-0.425,0.828,47.134,2.012,-4.390,-27.162,-8.523,-27.520,-28.545,12,24,DMP_WAIT
A,140902,TILT,ALL,680,-6844,13568,788,36,-71,0.042,-0.418,0.828,48.049,2.195,-4.329,-26.739,-8.523,-26.654,-27.687,12,19,DMP_WAIT
A,140921,TILT,ALL,584,-6334,13720,811,38,-71,0.036,-0.387,0.837,49.451,2.317,-4.329,-24.761,-8.523,-25.739,-26.778,12,19,DMP_WAIT
A,140941,TILT,ALL,638,-5488,13986,811,37,-71,0.039,-0.335,0.854,49.451,2.256,-4.329,-21.404,-7.805,-24.729,-25.771,12,20,OK
A,140965,TILT,ALL,552,-5124,14144,767,38,-71,0.034,-0.313,0.863,46.768,2.317,-4.329,-19.900,-7.805,-23.588,-24.636,12,24,DMP_WAIT
A,140984,TILT,ALL,504,-5040,14276,713,38,-71,0.031,-0.308,0.871,43.476,2.317,-4.329,-19.434,-7.805,-22.740,-23.785,12,19,DMP_WAIT
A,141003,TILT,ALL,574,-5344,14112,672,38,-73,0.035,-0.326,0.861,40.976,2.317,-4.451,-20.725,-7.805,-21.980,-23.028,12,19,DMP_WAIT
A,141022,TILT,ALL,436,-5476,14232,666,40,-73,0.027,-0.334,0.869,40.610,2.439,-4.451,-21.036,-7.124,-21.249,-22.300,12,19,OK
A,141047,TILT,ALL,548,-5392,14124,692,38,-71,0.033,-0.329,0.862,42.195,2.317,-4.329,-20.881,-7.124,-20.266,-21.331,12,25,DMP_WAIT
A,141066,TILT,ALL,468,-4716,14414,727,38,-72,0.029,-0.288,0.880,44.329,2.317,-4.390,-18.108,-7.124,-19.441,-20.506,12,19,DMP_WAIT
A,141085,TILT,ALL,694,-4336,14338,734,37,-72,0.042,-0.265,0.875,44.756,2.256,-4.390,-16.807,-7.124,-18.599,-19.663,12,19,DMP_WAIT
A,141104,TILT,ALL,458,-4412,14470,728,39,-71,0.028,-0.269,0.883,44.390,2.378,-4.329,-16.949,-6.417,-17.784,-18.848,12,19,OK
A,141129,TILT,ALL,540,-4012,14466,736,37,-73,0.033,-0.245,0.883,44.878,2.256,-4.451,-15.491,-6.417,-16.696,-17.768,12,25,DMP_WAIT
A,141148,TILT,ALL,452,-3732,14526,736,36,-73,0.028,-0.228,0.887,44.878,2.195,-4.451,-14.402,-6.417,-15.859,-16.928,12,19,DMP_WAIT
A,141167,TILT,ALL,552,-3660,14572,734,36,-73,0.034,-0.223,0.889,44.756,2.195,-4.451,-14.089,-6.417,-15.034,-16.102,12,19,DMP_WAIT
A,141186,TILT,ALL,482,-3512,14596,747,36,-71,0.029,-0.214,0.891,45.549,2.195,-4.329,-13.522,-5.644,-14.200,-15.267,12,19,OK
A,141210,TILT,ALL,544,-3268,14624,768,34,-70,0.033,-0.199,0.893,46.829,2.073,-4.268,-12.588,-5.644,-13.121,-14.193,12,24,DMP_WAIT
A,141230,TILT,ALL,496,-2812,14746,788,33,-69,0.030,-0.172,0.900,48.049,2.012,-4.207,-10.790,-5.644,-12.179,-13.249,12,20,DMP_WAIT
A,141249,TILT,ALL,476,-2316,14828,793,32,-69,0.029,-0.141,0.905,48.354,1.951,-4.207,-8.873,-5.644,-11.257,-12.321,12,19,DMP_WAIT
A,141268,TILT,ALL,594,-2140,14746,780,33,-71,0.036,-0.131,0.900,47.561,2.012,-4.329,-8.251,-4.775,-10.355,-11.413,12,19,OK
A,141292,TILT,ALL,560,-2006,14882,771,33,-71,0.034,-0.122,0.908,47.012,2.012,-4.329,-7.671,-4.775,-9.251,-10.309,12,24,DMP_WAIT
A,141312,TILT,ALL,558,-1746,14754,770,34,-72,0.034,-0.107,0.901,46.951,2.073,-4.390,-6.744,-4.775,-8.327,-9.380,12,20,DMP_WAIT
A,141332,TILT,ALL,504,-1452,14846,767,35,-70,0.031,-0.089,0.906,46.768,2.134,-4.268,-5.583,-4.775,-7.402,-8.449,12,20,DMP_WAIT
A,141352,TILT,ALL,610,-1238,14862,766,36,-70,0.037,-0.076,0.907,46.707,2.195,-4.268,-4.758,-3.875,-6.480,-7.521,12,20,OK
A,141375,TILT,ALL,436,-1106,14898,767,39,-70,0.027,-0.068,0.909,46.768,2.378,-4.268,-4.244,-3.875,-5.434,-6.473,12,23,DMP_WAIT
A,141394,TILT,ALL,552,-756,14944,778,38,-70,0.034,-0.046,0.912,47.439,2.317,-4.268,-2.894,-3.875,-4.544,-5.575,12,19,DMP_WAIT
A,141413,TILT,ALL,558,-64,14964,780,38,-73,0.034,-0.004,0.913,47.561,2.317,-4.451,-0.245,-3.875,-3.616,-4.635,12,19,DMP_WAIT
A,141432,TILT,ALL,554,-240,14994,758,40,-72,0.034,-0.015,0.915,46.220,2.439,-4.390,-0.916,-2.928,-2.746,-3.756,12,19,OK
A,141456,TILT,ALL,492,-452,14794,762,40,-71,0.030,-0.028,0.903,46.463,2.439,-4.329,-1.749,-2.928,-1.688,-2.697,12,24,DMP_WAIT
A,141475,TILT,ALL,482,474,14940,792,40,-70,0.029,0.029,0.912,48.293,2.439,-4.268,1.816,-2.928,-0.763,-1.760,12,19,DMP_WAIT
A,141493,TILT,ALL,380,1312,15074,782,39,-71,0.023,0.080,0.920,47.683,2.378,-4.329,4.973,-2.928,0.151,-0.829,12,18,DMP_WAIT
A,141512,TILT,ALL,542,1492,14988,734,35,-72,0.033,0.091,0.915,44.756,2.134,-4.390,5.681,-1.943,1.051,0.087,12,19,OK
A,141535,TILT,ALL,382,1460,14936,684,34,-68,0.023,0.089,0.912,41.707,2.073,-4.146,5.581,-1.943,2.029,1.077,12,23,DMP_WAIT
A,141554,TILT,ALL,506,1036,14896,656,32,-67,0.031,0.063,0.909,40.000,1.951,-4.085,3.976,-1.943,2.768,1.828,12,19,DMP_WAIT
A,141572,TILT,ALL,452,1458,14850,669,32,-69,0.028,0.089,0.906,40.793,1.951,-4.207,5.605,-1.943,3.503,2.576,12,18,DMP_WAIT
A,141592,TILT,ALL,612,2020,14860,674,32,-71,0.037,0.123,0.907,41.098,1.951,-4.329,7.735,-1.031,4.347,3.435,12,20,OK
A,141615,TILT,ALL,586,2270,14736,650,35,-71,0.036,0.139,0.899,39.634,2.134,-4.329,8.750,-1.031,5.275,4.378,12,23,DMP_WAIT
A,141633,TILT,ALL,476,1828,14714,626,38,-68,0.029,0.112,0.898,38.171,2.317,-4.146,7.078,-1.031,5.943,5.059,12,18,DMP_WAIT
A,141652,TILT,ALL,692,1810,14580,654,39,-55,0.042,0.110,0.890,39.878,2.378,-3.354,7.069,-1.031,6.664,5.791,12,19,DMP_WAIT
A,141672,TILT,ALL,442,2914,14692,724,45,-16,0.027,0.178,0.897,44.146,2.744,-0.976,11.213,-0.108,7.574,6.718,12,20,OK
